system,completeness,lognr,noise,algo,metric,value,dimension,experiment
11_3,1,2,3,inductive,Best Align,0.8992154426208,Precision,1A
6_3,1,2,3,inductive,Best Align,0.850666836021847,Precision,1A
5_5,1,2,3,inductive,Best Align,0.789271815823291,Precision,1A
8_3,1,2,3,inductive,Best Align,0.967840310507347,Precision,1A
9_1,1,2,3,inductive,Best Align,0.895043658204209,Precision,1A
1_5,2,2,3,inductive,Best Align,0.872415953226143,Precision,1A
10_2,2,2,3,inductive,Best Align,0.762145748987854,Precision,1A
11_3,2,2,3,inductive,Best Align,0.894457904300424,Precision,1A
2_3,2,2,3,inductive,Best Align,0.911085808922472,Precision,1A
5_5,2,2,3,inductive,Best Align,0.789721367244452,Precision,1A
7_7,1,2,3,inductive,Best Align,0.657336317582621,Precision,1A
6_3,2,2,3,inductive,Best Align,0.847552611524708,Precision,1A
8_3,2,2,3,inductive,Best Align,0.955791962174941,Precision,1A
9_1,2,2,3,inductive,Best Align,0.800604229607251,Precision,1A
1_5,3,2,3,inductive,Best Align,0.803832116788321,Precision,1A
11_3,3,2,3,inductive,Best Align,0.883842144452718,Precision,1A
2_3,3,2,3,inductive,Best Align,0.894090801794004,Precision,1A
5_5,3,2,3,inductive,Best Align,0.787714240581313,Precision,1A
6_3,3,2,3,inductive,Best Align,0.8408937373333,Precision,1A
8_3,3,2,3,inductive,Best Align,0.945678168773488,Precision,1A
9_1,3,2,3,inductive,Best Align,0.86963036963037,Precision,1A
11_3,4,2,3,inductive,Best Align,0.812570145903479,Precision,1A
5_5,4,2,3,inductive,Best Align,0.767190695296524,Precision,1A
6_3,4,2,3,inductive,Best Align,0.774036945968098,Precision,1A
8_3,4,2,3,inductive,Best Align,0.881608339538347,Precision,1A
9_1,4,2,3,inductive,Best Align,0.767116907312529,Precision,1A
1_5,1,3,3,inductive,Best Align,0.884190431139343,Precision,1A
10_2,1,3,3,inductive,Best Align,0.740222776626023,Precision,1A
2_3,1,3,3,inductive,Best Align,0.815029295544352,Precision,1A
11_3,1,3,3,inductive,Best Align,0.898297974349754,Precision,1A
6_3,1,3,3,inductive,Best Align,0.84963027376393,Precision,1A
5_5,1,3,3,inductive,Best Align,0.790186387125986,Precision,1A
8_3,1,3,3,inductive,Best Align,0.964984270277664,Precision,1A
9_1,1,3,3,inductive,Best Align,0.8954495316975,Precision,1A
1_5,2,3,3,inductive,Best Align,0.874174236168456,Precision,1A
11_3,2,3,3,inductive,Best Align,0.897437112132266,Precision,1A
2_3,2,3,3,inductive,Best Align,0.814655322104532,Precision,1A
5_5,2,3,3,inductive,Best Align,0.789218732571665,Precision,1A
6_3,2,3,3,inductive,Best Align,0.84603401411704,Precision,1A
7_7,1,3,3,inductive,Best Align,0.658243532013626,Precision,1A
8_3,2,3,3,inductive,Best Align,0.961529439361952,Precision,1A
9_1,2,3,3,inductive,Best Align,0.888601823708207,Precision,1A
1_5,3,3,3,inductive,Best Align,0.807815502882767,Precision,1A
11_3,3,3,3,inductive,Best Align,0.895147868390731,Precision,1A
2_3,3,3,3,inductive,Best Align,0.928197567268706,Precision,1A
5_5,3,3,3,inductive,Best Align,0.783372624876584,Precision,1A
6_3,3,3,3,inductive,Best Align,0.834649613956504,Precision,1A
8_3,3,3,3,inductive,Best Align,0.9425,Precision,1A
11_3,4,3,3,inductive,Best Align,0.86064139941691,Precision,1A
5_5,4,3,3,inductive,Best Align,0.767755506062856,Precision,1A
6_3,4,3,3,inductive,Best Align,0.804772764293859,Precision,1A
8_3,4,3,3,inductive,Best Align,0.856127886323268,Precision,1A
9_1,4,3,3,inductive,Best Align,0.822119815668203,Precision,1A
1_5,1,4,3,inductive,Best Align,0.886371543142437,Precision,1A
2_3,1,4,3,inductive,Best Align,0.815613834018742,Precision,1A
11_3,1,4,3,inductive,Best Align,0.896737099921126,Precision,1A
6_3,1,4,3,inductive,Best Align,0.84770120354849,Precision,1A
5_5,1,4,3,inductive,Best Align,0.790080526904683,Precision,1A
8_3,1,4,3,inductive,Best Align,0.963322545846818,Precision,1A
9_1,1,4,3,inductive,Best Align,0.895360520321212,Precision,1A
1_5,2,4,3,inductive,Best Align,0.872966394807635,Precision,1A
11_3,2,4,3,inductive,Best Align,0.895330771117835,Precision,1A
2_3,2,4,3,inductive,Best Align,0.818481102540103,Precision,1A
4_3,2,4,3,inductive,Best Align,0.557557573532932,Precision,1A
7_7,1,4,3,inductive,Best Align,0.65879579708476,Precision,1A
5_5,2,4,3,inductive,Best Align,0.787726114322226,Precision,1A
6_3,2,4,3,inductive,Best Align,0.845950297689629,Precision,1A
8_3,2,4,3,inductive,Best Align,0.955590981553177,Precision,1A
9_1,2,4,3,inductive,Best Align,0.888530883663536,Precision,1A
1_5,3,4,3,inductive,Best Align,0.851858502424134,Precision,1A
11_3,3,4,3,inductive,Best Align,0.891754882958103,Precision,1A
2_3,3,4,3,inductive,Best Align,0.913419519300801,Precision,1A
5_5,3,4,3,inductive,Best Align,0.784143776687273,Precision,1A
6_3,3,4,3,inductive,Best Align,0.842982178635453,Precision,1A
8_3,3,4,3,inductive,Best Align,0.940007791195949,Precision,1A
11_3,4,4,3,inductive,Best Align,0.898043864848844,Precision,1A
5_5,4,4,3,inductive,Best Align,0.77190681406533,Precision,1A
6_3,4,4,3,inductive,Best Align,0.797508529715147,Precision,1A
8_3,4,4,3,inductive,Best Align,0.88911704312115,Precision,1A
9_1,4,4,3,inductive,Best Align,0.755180722891566,Precision,1A
1_5,1,5,3,inductive,Best Align,0.883680893912818,Precision,1A
2_3,1,5,3,inductive,Best Align,0.822255767844268,Precision,1A
11_3,1,5,3,inductive,Best Align,0.899594043161836,Precision,1A
4_3,1,5,3,inductive,Best Align,0.547091377677862,Precision,1A
5_5,1,5,3,inductive,Best Align,0.789910008942619,Precision,1A
6_3,1,5,3,inductive,Best Align,0.84930230687774,Precision,1A
8_3,1,5,3,inductive,Best Align,0.956510416666667,Precision,1A
9_1,1,5,3,inductive,Best Align,0.895082793074289,Precision,1A
1_5,2,5,3,inductive,Best Align,0.872999120492524,Precision,1A
11_3,2,5,3,inductive,Best Align,0.892359421315755,Precision,1A
2_3,2,5,3,inductive,Best Align,0.912705438589739,Precision,1A
5_5,2,5,3,inductive,Best Align,0.78874850630993,Precision,1A
6_3,2,5,3,inductive,Best Align,0.847021549109049,Precision,1A
7_7,1,5,3,inductive,Best Align,0.660600460200991,Precision,1A
8_3,2,5,3,inductive,Best Align,0.956290608387478,Precision,1A
9_1,2,5,3,inductive,Best Align,0.889526090244517,Precision,1A
1_5,3,5,3,inductive,Best Align,0.857984895929269,Precision,1A
11_3,3,5,3,inductive,Best Align,0.866730128510233,Precision,1A
2_3,3,5,3,inductive,Best Align,0.888714610618775,Precision,1A
5_5,3,5,3,inductive,Best Align,0.782960334608599,Precision,1A
7_7,2,5,3,inductive,Best Align,0.647974387150692,Precision,1A
6_3,3,5,3,inductive,Best Align,0.842856216356443,Precision,1A
8_3,3,5,3,inductive,Best Align,0.965256124721604,Precision,1A
9_1,3,5,3,inductive,Best Align,0.886786243212111,Precision,1A
11_3,4,5,3,inductive,Best Align,0.915801614763552,Precision,1A
2_3,4,5,3,inductive,Best Align,0.903040459660043,Precision,1A
5_5,4,5,3,inductive,Best Align,0.763464847982663,Precision,1A
6_3,4,5,3,inductive,Best Align,0.827504351954423,Precision,1A
8_3,4,5,3,inductive,Best Align,0.91304347826087,Precision,1A
1_5,1,1,0,ILP,Best Align,0.973429604186523,Precision,1A
10_2,1,1,0,ILP,Best Align,0.493288684247244,Precision,1A
2_3,1,1,0,ILP,Best Align,0.606948003277031,Precision,1A
11_3,1,1,0,ILP,Best Align,1,Precision,1A
4_3,1,1,0,ILP,Best Align,0.405829596412556,Precision,1A
6_3,1,1,0,ILP,Best Align,0.955803716364609,Precision,1A
5_5,1,1,0,ILP,Best Align,0.703454574656544,Precision,1A
8_3,1,1,0,ILP,Best Align,0.835820895522388,Precision,1A
7_7,1,1,0,ILP,Best Align,0.376351119168651,Precision,1A
1_5,2,1,0,ILP,Best Align,0.963540522732264,Precision,1A
10_2,2,1,0,ILP,Best Align,0.489527436385667,Precision,1A
9_1,1,1,0,ILP,Best Align,0,Precision,1A
11_3,2,1,0,ILP,Best Align,0.999319685818542,Precision,1A
2_3,2,1,0,ILP,Best Align,0.604729440625267,Precision,1A
4_3,2,1,0,ILP,Best Align,0.400148506129024,Precision,1A
5_5,2,1,0,ILP,Best Align,0.780276449235063,Precision,1A
6_3,2,1,0,ILP,Best Align,0.938169062878919,Precision,1A
8_3,2,1,0,ILP,Best Align,0.831421619742788,Precision,1A
7_7,2,1,0,ILP,Best Align,0.371482179557531,Precision,1A
9_1,2,1,0,ILP,Best Align,0,Precision,1A
1_5,3,1,0,ILP,Best Align,0.925398633257403,Precision,1A
10_2,3,1,0,ILP,Best Align,0.477110038288663,Precision,1A
11_3,3,1,0,ILP,Best Align,0.9865625,Precision,1A
2_3,3,1,0,ILP,Best Align,0.598958624937014,Precision,1A
4_3,3,1,0,ILP,Best Align,0.392241038221097,Precision,1A
5_5,3,1,0,ILP,Best Align,0.696729385023362,Precision,1A
6_3,3,1,0,ILP,Best Align,0.92002671471173,Precision,1A
8_3,3,1,0,ILP,Best Align,0.782978723404255,Precision,1A
7_7,3,1,0,ILP,Best Align,0.3706443875834,Precision,1A
1_5,4,1,0,ILP,Best Align,0.451980198019802,Precision,1A
9_1,3,1,0,ILP,Best Align,0,Precision,1A
11_3,4,1,0,ILP,Best Align,0.884328358208955,Precision,1A
10_2,4,1,0,ILP,Best Align,0.464497646818089,Precision,1A
2_3,4,1,0,ILP,Best Align,0.587861072902338,Precision,1A
4_3,4,1,0,ILP,Best Align,0.392958122165911,Precision,1A
5_5,4,1,0,ILP,Best Align,0.68709315375982,Precision,1A
6_3,4,1,0,ILP,Best Align,0.77246240984475,Precision,1A
8_3,4,1,0,ILP,Best Align,0.729376257545272,Precision,1A
7_7,4,1,0,ILP,Best Align,0.370326909095547,Precision,1A
9_1,4,1,0,ILP,Best Align,0,Precision,1A
1_5,1,2,0,ILP,Best Align,0.973908729586451,Precision,1A
10_2,1,2,0,ILP,Best Align,0.48858650945983,Precision,1A
11_3,1,2,0,ILP,Best Align,1,Precision,1A
2_3,1,2,0,ILP,Best Align,0.607557722644486,Precision,1A
4_3,1,2,0,ILP,Best Align,0.397998211802106,Precision,1A
6_3,1,2,0,ILP,Best Align,0.955899946623475,Precision,1A
5_5,1,2,0,ILP,Best Align,0.702653597084368,Precision,1A
8_3,1,2,0,ILP,Best Align,0.835475896168109,Precision,1A
7_7,1,2,0,ILP,Best Align,0.375881291919375,Precision,1A
1_5,2,2,0,ILP,Best Align,0.962707107776998,Precision,1A
9_1,1,2,0,ILP,Best Align,0,Precision,1A
10_2,2,2,0,ILP,Best Align,0.490304709141274,Precision,1A
11_3,2,2,0,ILP,Best Align,0.999760751241103,Precision,1A
2_3,2,2,0,ILP,Best Align,0.602393544517747,Precision,1A
4_3,2,2,0,ILP,Best Align,0.397023535113538,Precision,1A
5_5,2,2,0,ILP,Best Align,0.78002701903998,Precision,1A
6_3,2,2,0,ILP,Best Align,0.939945688840912,Precision,1A
8_3,2,2,0,ILP,Best Align,0.81786133960047,Precision,1A
7_7,2,2,0,ILP,Best Align,0.374659919605918,Precision,1A
9_1,2,2,0,ILP,Best Align,0,Precision,1A
1_5,3,2,0,ILP,Best Align,0.906479943033468,Precision,1A
11_3,3,2,0,ILP,Best Align,0.977868271954674,Precision,1A
10_2,3,2,0,ILP,Best Align,0.482131093544137,Precision,1A
2_3,3,2,0,ILP,Best Align,0.583242125744862,Precision,1A
4_3,3,2,0,ILP,Best Align,0.393840277918859,Precision,1A
5_5,3,2,0,ILP,Best Align,0.777629963160049,Precision,1A
6_3,3,2,0,ILP,Best Align,0.917877932930967,Precision,1A
8_3,3,2,0,ILP,Best Align,0.774408530489837,Precision,1A
7_7,3,2,0,ILP,Best Align,0.373592697638907,Precision,1A
1_5,4,2,0,ILP,Best Align,0.6664736537348,Precision,1A
9_1,3,2,0,ILP,Best Align,0,Precision,1A
10_2,4,2,0,ILP,Best Align,0.466223698781838,Precision,1A
11_3,4,2,0,ILP,Best Align,0.907638888888889,Precision,1A
2_3,4,2,0,ILP,Best Align,0.584352816795046,Precision,1A
4_3,4,2,0,ILP,Best Align,0.386997245179063,Precision,1A
5_5,4,2,0,ILP,Best Align,0.761244813278008,Precision,1A
6_3,4,2,0,ILP,Best Align,0.798798932384342,Precision,1A
8_3,4,2,0,ILP,Best Align,0.731281198003328,Precision,1A
7_7,4,2,0,ILP,Best Align,0.363322191377259,Precision,1A
1_5,1,3,0,ILP,Best Align,0.974252070130661,Precision,1A
9_1,4,2,0,ILP,Best Align,0,Precision,1A
10_2,1,3,0,ILP,Best Align,0.492099758648431,Precision,1A
11_3,1,3,0,ILP,Best Align,1,Precision,1A
2_3,1,3,0,ILP,Best Align,0.604957553930396,Precision,1A
4_3,1,3,0,ILP,Best Align,0.404836404066074,Precision,1A
6_3,1,3,0,ILP,Best Align,0.954016974770376,Precision,1A
5_5,1,3,0,ILP,Best Align,0.703145889952764,Precision,1A
8_3,1,3,0,ILP,Best Align,0.829517479074348,Precision,1A
7_7,1,3,0,ILP,Best Align,0.376663619691508,Precision,1A
1_5,2,3,0,ILP,Best Align,0.962779320375512,Precision,1A
10_2,2,3,0,ILP,Best Align,0.481644956400043,Precision,1A
9_1,1,3,0,ILP,Best Align,0,Precision,1A
11_3,2,3,0,ILP,Best Align,0.999163599866176,Precision,1A
2_3,2,3,0,ILP,Best Align,0.603603857650443,Precision,1A
4_3,2,3,0,ILP,Best Align,0.396674668172833,Precision,1A
5_5,2,3,0,ILP,Best Align,0.780761022330956,Precision,1A
6_3,2,3,0,ILP,Best Align,0.942894229573436,Precision,1A
8_3,2,3,0,ILP,Best Align,0.810323383084577,Precision,1A
7_7,2,3,0,ILP,Best Align,0.373604785836548,Precision,1A
9_1,2,3,0,ILP,Best Align,0,Precision,1A
1_5,3,3,0,ILP,Best Align,0.911895203887598,Precision,1A
10_2,3,3,0,ILP,Best Align,0.479077112027371,Precision,1A
11_3,3,3,0,ILP,Best Align,0.994304556354916,Precision,1A
2_3,3,3,0,ILP,Best Align,0.597779630980924,Precision,1A
4_3,3,3,0,ILP,Best Align,0.395094218329382,Precision,1A
5_5,3,3,0,ILP,Best Align,0.777336192020081,Precision,1A
6_3,3,3,0,ILP,Best Align,0.865388224989051,Precision,1A
8_3,3,3,0,ILP,Best Align,0.779912980420595,Precision,1A
7_7,3,3,0,ILP,Best Align,0.368389611594076,Precision,1A
1_5,4,3,0,ILP,Best Align,0.588741721854305,Precision,1A
10_2,4,3,0,ILP,Best Align,0.461889250814332,Precision,1A
9_1,3,3,0,ILP,Best Align,0,Precision,1A
11_3,4,3,0,ILP,Best Align,0.881436314363144,Precision,1A
2_3,4,3,0,ILP,Best Align,0.577490111470694,Precision,1A
4_3,4,3,0,ILP,Best Align,0.386158623749199,Precision,1A
5_5,4,3,0,ILP,Best Align,0.679388201019665,Precision,1A
6_3,4,3,0,ILP,Best Align,0.834312225457776,Precision,1A
8_3,4,3,0,ILP,Best Align,0.726691042047532,Precision,1A
9_1,4,3,0,ILP,Best Align,0,Precision,1A
7_7,4,3,0,ILP,Best Align,0.37141904138556,Precision,1A
10_2,1,4,0,ILP,Best Align,0.493098855862946,Precision,1A
1_5,1,4,0,ILP,Best Align,0.974329622079348,Precision,1A
2_3,1,4,0,ILP,Best Align,0.609057706355004,Precision,1A
11_3,1,4,0,ILP,Best Align,1,Precision,1A
4_3,1,4,0,ILP,Best Align,0.3985066230246,Precision,1A
6_3,1,4,0,ILP,Best Align,0.951681699630515,Precision,1A
5_5,1,4,0,ILP,Best Align,0.780903956708058,Precision,1A
7_7,1,4,0,ILP,Best Align,0.373561802314258,Precision,1A
8_3,1,4,0,ILP,Best Align,0.835304054054054,Precision,1A
1_5,2,4,0,ILP,Best Align,0.961549009928144,Precision,1A
10_2,2,4,0,ILP,Best Align,0.487743615982139,Precision,1A
11_3,2,4,0,ILP,Best Align,0.999806013579049,Precision,1A
9_1,1,4,0,ILP,Best Align,0,Precision,1A
2_3,2,4,0,ILP,Best Align,0.607885973091781,Precision,1A
4_3,2,4,0,ILP,Best Align,0.39895126465145,Precision,1A
5_5,2,4,0,ILP,Best Align,0.702943823335987,Precision,1A
6_3,2,4,0,ILP,Best Align,0.937610897033784,Precision,1A
8_3,2,4,0,ILP,Best Align,0.816450397655923,Precision,1A
9_1,2,4,0,ILP,Best Align,0,Precision,1A
7_7,2,4,0,ILP,Best Align,0.374193590857624,Precision,1A
1_5,3,4,0,ILP,Best Align,0.917843691148776,Precision,1A
10_2,3,4,0,ILP,Best Align,0.472679640718563,Precision,1A
11_3,3,4,0,ILP,Best Align,0.985296661477253,Precision,1A
2_3,3,4,0,ILP,Best Align,0.600254316691206,Precision,1A
4_3,3,4,0,ILP,Best Align,0.400608499362057,Precision,1A
5_5,3,4,0,ILP,Best Align,0.702538273575026,Precision,1A
6_3,3,4,0,ILP,Best Align,0.921870751382217,Precision,1A
8_3,3,4,0,ILP,Best Align,0.771590909090909,Precision,1A
7_7,3,4,0,ILP,Best Align,0.374702825197836,Precision,1A
1_5,4,4,0,ILP,Best Align,0.532289090409453,Precision,1A
9_1,3,4,0,ILP,Best Align,0,Precision,1A
10_2,4,4,0,ILP,Best Align,0.4517075773746,Precision,1A
11_3,4,4,0,ILP,Best Align,0.864157119476268,Precision,1A
2_3,4,4,0,ILP,Best Align,0.582383012190326,Precision,1A
4_3,4,4,0,ILP,Best Align,0.399960536700868,Precision,1A
5_5,4,4,0,ILP,Best Align,0.758267275202178,Precision,1A
6_3,4,4,0,ILP,Best Align,0.840353447486494,Precision,1A
8_3,4,4,0,ILP,Best Align,0.716535433070866,Precision,1A
7_7,4,4,0,ILP,Best Align,0.365340406719717,Precision,1A
9_1,4,4,0,ILP,Best Align,0,Precision,1A
1_5,1,5,0,ILP,Best Align,0.973543200048416,Precision,1A
10_2,1,5,0,ILP,Best Align,0.494116965165478,Precision,1A
2_3,1,5,0,ILP,Best Align,0.605144485731808,Precision,1A
11_3,1,5,0,ILP,Best Align,1,Precision,1A
4_3,1,5,0,ILP,Best Align,0.404727281302321,Precision,1A
6_3,1,5,0,ILP,Best Align,0.952983891241709,Precision,1A
5_5,1,5,0,ILP,Best Align,0.506485578148749,Precision,1A
8_3,1,5,0,ILP,Best Align,0.823362191497609,Precision,1A
7_7,1,5,0,ILP,Best Align,0.374953412108867,Precision,1A
1_5,2,5,0,ILP,Best Align,0.964287754985429,Precision,1A
10_2,2,5,0,ILP,Best Align,0.488768361581921,Precision,1A
9_1,1,5,0,ILP,Best Align,0,Precision,1A
11_3,2,5,0,ILP,Best Align,1,Precision,1A
2_3,2,5,0,ILP,Best Align,0.603114979386166,Precision,1A
4_3,2,5,0,ILP,Best Align,0.397957775631296,Precision,1A
5_5,2,5,0,ILP,Best Align,0.780412018472415,Precision,1A
6_3,2,5,0,ILP,Best Align,0.93967704915383,Precision,1A
8_3,2,5,0,ILP,Best Align,0.824883900928793,Precision,1A
9_1,2,5,0,ILP,Best Align,0,Precision,1A
7_7,2,5,0,ILP,Best Align,0.372914070788563,Precision,1A
1_5,3,5,0,ILP,Best Align,0.935575556608242,Precision,1A
10_2,3,5,0,ILP,Best Align,0.476159494376801,Precision,1A
11_3,3,5,0,ILP,Best Align,0.984470858895706,Precision,1A
2_3,3,5,0,ILP,Best Align,0.587262097275781,Precision,1A
4_3,3,5,0,ILP,Best Align,0.394435319494192,Precision,1A
5_5,3,5,0,ILP,Best Align,0.777075649325527,Precision,1A
6_3,3,5,0,ILP,Best Align,0.922657505751836,Precision,1A
8_3,3,5,0,ILP,Best Align,0.790688420214883,Precision,1A
7_7,3,5,0,ILP,Best Align,0.372103976137322,Precision,1A
9_1,3,5,0,ILP,Best Align,0,Precision,1A
10_2,4,5,0,ILP,Best Align,0.451437873033098,Precision,1A
1_5,4,5,0,ILP,Best Align,0.418705035971223,Precision,1A
11_3,4,5,0,ILP,Best Align,0.883406907296806,Precision,1A
2_3,4,5,0,ILP,Best Align,0.581035996488148,Precision,1A
4_3,4,5,0,ILP,Best Align,0.395340612705009,Precision,1A
5_5,4,5,0,ILP,Best Align,0.758078017746526,Precision,1A
6_3,4,5,0,ILP,Best Align,0.832414840529399,Precision,1A
8_3,4,5,0,ILP,Best Align,0.723048327137547,Precision,1A
7_7,4,5,0,ILP,Best Align,0.364549737956057,Precision,1A
9_1,4,5,0,ILP,Best Align,0,Precision,1A
1_5,1,1,1,ILP,Best Align,0.786730220603605,Precision,1A
10_2,1,1,1,ILP,Best Align,0.240762771168649,Precision,1A
11_3,1,1,1,ILP,Best Align,0.301823115163543,Precision,1A
4_3,1,1,1,ILP,Best Align,0.274430134226224,Precision,1A
1_5,2,1,1,ILP,Best Align,0.927073581726268,Precision,1A
2_3,1,1,1,ILP,Best Align,0.263773825009284,Precision,1A
11_3,2,1,1,ILP,Best Align,0.37791369006078,Precision,1A
2_3,2,1,1,ILP,Best Align,0.324852556475273,Precision,1A
1_5,3,1,1,ILP,Best Align,0.908256107834878,Precision,1A
10_2,3,1,1,ILP,Best Align,0.254803456324486,Precision,1A
11_3,3,1,1,ILP,Best Align,0.517255415031254,Precision,1A
1_5,4,1,1,ILP,Best Align,0.572939197308339,Precision,1A
10_2,4,1,1,ILP,Best Align,0.282938564026647,Precision,1A
11_3,4,1,1,ILP,Best Align,0.606738925541942,Precision,1A
2_3,4,1,1,ILP,Best Align,0.429699708577945,Precision,1A
4_3,4,1,1,ILP,Best Align,0.291089039821362,Precision,1A
1_5,1,2,1,ILP,Best Align,0.780083018939286,Precision,1A
10_2,1,2,1,ILP,Best Align,0.246179610634289,Precision,1A
1_5,2,2,1,ILP,Best Align,0.931573622735216,Precision,1A
10_2,2,2,1,ILP,Best Align,0.269225508166224,Precision,1A
11_3,2,2,1,ILP,Best Align,0.529618170842137,Precision,1A
2_3,2,2,1,ILP,Best Align,0.307305650838183,Precision,1A
1_5,3,2,1,ILP,Best Align,0.908947664603264,Precision,1A
10_2,3,2,1,ILP,Best Align,0.331494455784189,Precision,1A
11_3,3,2,1,ILP,Best Align,0.508488479920108,Precision,1A
2_3,3,2,1,ILP,Best Align,0.400689810302167,Precision,1A
1_5,4,2,1,ILP,Best Align,0.66978021978022,Precision,1A
10_2,4,2,1,ILP,Best Align,0.303350387852781,Precision,1A
11_3,4,2,1,ILP,Best Align,0.465873243475767,Precision,1A
1_5,1,3,1,ILP,Best Align,0.83199948558653,Precision,1A
11_3,1,3,1,ILP,Best Align,0.295516979124674,Precision,1A
4_3,1,3,1,ILP,Best Align,0.324428177565156,Precision,1A
1_5,2,3,1,ILP,Best Align,0.934206911708148,Precision,1A
10_2,2,3,1,ILP,Best Align,0.218992787940694,Precision,1A
11_3,2,3,1,ILP,Best Align,0.497299801156905,Precision,1A
1_5,3,3,1,ILP,Best Align,0.904976940814758,Precision,1A
10_2,3,3,1,ILP,Best Align,0.289703600881849,Precision,1A
11_3,3,3,1,ILP,Best Align,0.435069189382358,Precision,1A
2_3,3,3,1,ILP,Best Align,0.340422791592252,Precision,1A
1_5,4,3,1,ILP,Best Align,0.596958174904943,Precision,1A
10_2,4,3,1,ILP,Best Align,0.268256566128907,Precision,1A
11_3,4,3,1,ILP,Best Align,0.577993527508091,Precision,1A
2_3,4,3,1,ILP,Best Align,0.38331530052606,Precision,1A
4_3,4,3,1,ILP,Best Align,0.243439147375659,Precision,1A
1_5,1,4,1,ILP,Best Align,0.827827739650151,Precision,1A
11_3,1,4,1,ILP,Best Align,0.347328203886898,Precision,1A
4_3,1,4,1,ILP,Best Align,0.310214038909226,Precision,1A
1_5,2,4,1,ILP,Best Align,0.946253242502849,Precision,1A
11_3,2,4,1,ILP,Best Align,0.420109734536368,Precision,1A
1_5,3,4,1,ILP,Best Align,0.776124567474048,Precision,1A
10_2,3,4,1,ILP,Best Align,0.2523031663699,Precision,1A
11_3,3,4,1,ILP,Best Align,0.459934350260668,Precision,1A
2_3,3,4,1,ILP,Best Align,0.341909956632539,Precision,1A
1_5,4,4,1,ILP,Best Align,0.536954818490467,Precision,1A
10_2,4,4,1,ILP,Best Align,0.324246079613993,Precision,1A
11_3,4,4,1,ILP,Best Align,0.542480757844879,Precision,1A
2_3,4,4,1,ILP,Best Align,0.357944362191226,Precision,1A
1_5,1,5,1,ILP,Best Align,0.799570679812943,Precision,1A
11_3,1,5,1,ILP,Best Align,0.3028331166337,Precision,1A
1_5,2,5,1,ILP,Best Align,0.802542098445596,Precision,1A
10_2,2,5,1,ILP,Best Align,0.282141417550175,Precision,1A
11_3,2,5,1,ILP,Best Align,0.46525682377831,Precision,1A
2_3,2,5,1,ILP,Best Align,0.340037974622075,Precision,1A
1_5,3,5,1,ILP,Best Align,0.774327465958153,Precision,1A
10_2,3,5,1,ILP,Best Align,0.323737666860128,Precision,1A
11_3,3,5,1,ILP,Best Align,0.447981695432332,Precision,1A
2_3,3,5,1,ILP,Best Align,0.377439948560143,Precision,1A
1_5,4,5,1,ILP,Best Align,0.421173235563703,Precision,1A
10_2,4,5,1,ILP,Best Align,0.308099057019477,Precision,1A
11_3,4,5,1,ILP,Best Align,0.509529147982063,Precision,1A
2_3,4,5,1,ILP,Best Align,0.35165763561149,Precision,1A
1_5,1,1,2,ILP,Best Align,0.798897396630934,Precision,1A
10_2,1,1,2,ILP,Best Align,0.255642348389366,Precision,1A
4_3,1,1,2,ILP,Best Align,0.332676080074152,Precision,1A
1_5,2,1,2,ILP,Best Align,0.802121497609826,Precision,1A
11_3,2,1,2,ILP,Best Align,0.301828812517649,Precision,1A
1_5,3,1,2,ILP,Best Align,0.937007874015748,Precision,1A
10_2,3,1,2,ILP,Best Align,0.260567713628338,Precision,1A
11_3,3,1,2,ILP,Best Align,0.433647047106862,Precision,1A
2_3,3,1,2,ILP,Best Align,0.297239243592278,Precision,1A
1_5,4,1,2,ILP,Best Align,0.462909333927378,Precision,1A
10_2,4,1,2,ILP,Best Align,0.28122383252818,Precision,1A
11_3,4,1,2,ILP,Best Align,0.424377938309827,Precision,1A
2_3,4,1,2,ILP,Best Align,0.306753560464999,Precision,1A
1_5,1,2,2,ILP,Best Align,0.798517539472744,Precision,1A
2_3,1,2,2,ILP,Best Align,0.299322652794957,Precision,1A
4_3,1,2,2,ILP,Best Align,0.319092178479878,Precision,1A
1_5,2,2,2,ILP,Best Align,0.899866567246183,Precision,1A
10_2,2,2,2,ILP,Best Align,0.244186125602813,Precision,1A
11_3,2,2,2,ILP,Best Align,0.293693911973833,Precision,1A
4_3,1,1,3,inductive,Best Align,0.663127738456353,Precision,1A
1_5,3,2,2,ILP,Best Align,0.902387640449438,Precision,1A
10_2,3,2,2,ILP,Best Align,0.259612592807665,Precision,1A
11_3,3,2,2,ILP,Best Align,0.403574742393905,Precision,1A
4_3,3,2,2,ILP,Best Align,0.288706247445675,Precision,1A
1_5,4,2,2,ILP,Best Align,0.653696498054475,Precision,1A
10_2,4,2,2,ILP,Best Align,0.319327731092437,Precision,1A
11_3,4,2,2,ILP,Best Align,0.384110787172012,Precision,1A
2_3,4,2,2,ILP,Best Align,0.354096778640687,Precision,1A
2_3,3,2,2,ILP,Best Align,0.259179013067591,Precision,1A
1_5,1,3,2,ILP,Best Align,0.790513329075201,Precision,1A
11_3,1,3,2,ILP,Best Align,0.356561231339619,Precision,1A
1_5,2,3,2,ILP,Best Align,0.806816506224591,Precision,1A
11_3,2,3,2,ILP,Best Align,0.280063981387233,Precision,1A
1_5,3,3,2,ILP,Best Align,0.901234567901235,Precision,1A
11_3,3,3,2,ILP,Best Align,0.422912160156084,Precision,1A
