system,completeness,lognr,noise,algo,metric,value,dimension,experiment
1_5,1,3,2,alpha,Behavioral Generalization,0.207123098794924,Generalization,1B
1_5,1,3,2,alpha,Behavioral Precision,1,Precision,1B
1_5,1,3,2,alpha,Behavioral Recall,0.0937983113330955,Fitness,1B
1_5,1,3,2,alpha,One Align,1,Precision,1B
1_5,1,3,2,alpha,Token Based Fitness,0.171509325504303,Fitness,1B
1_5,1,3,2,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,3,2,flower,Alignment Based Generalization,0.999999110888286,Generalization,1B
1_5,1,3,2,flower,Alignment Based Precision,0.372349778298842,Precision,1B
1_5,1,3,2,flower,Best Align,0.349897300998162,Precision,1B
1_5,1,3,2,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,3,2,flower,Behavioral Precision,0.123262221391257,Precision,1B
1_5,1,3,2,flower,Behavioral Recall,1,Fitness,1B
1_5,1,3,2,flower,One Align,0.349897300998162,Precision,1B
1_5,1,3,2,flower,Token Based Fitness,1,Fitness,1B
1_5,1,3,2,heuristics,Alignment Based Fitness,0.836431557145143,Fitness,1B
1_5,1,3,2,heuristics,Alignment Based Generalization,0.99857648619963,Generalization,1B
1_5,1,3,2,heuristics,Alignment Based Precision,0.684486984821467,Precision,1B
1_5,1,3,2,heuristics,Best Align,0.816826714206529,Precision,1B
1_5,1,3,2,heuristics,Behavioral Generalization,0.305582675381259,Generalization,1B
1_5,1,3,2,heuristics,Behavioral Precision,0.386930137265671,Precision,1B
1_5,1,3,2,heuristics,Behavioral Recall,0.836930669520752,Fitness,1B
1_5,1,3,2,heuristics,One Align,0.807886454990185,Precision,1B
1_5,1,3,2,ILP,Alignment Based Fitness,0.116763108949181,Fitness,1B
1_5,1,3,2,ILP,Alignment Based Generalization,0.999996819510395,Generalization,1B
1_5,1,3,2,ILP,Alignment Based Precision,1,Precision,1B
1_5,1,3,2,ILP,Best Align,0.377444969557628,Precision,1B
1_5,1,3,2,ILP,Behavioral Generalization,0.969851768070147,Generalization,1B
1_5,1,3,2,ILP,Behavioral Precision,0.144017045696515,Precision,1B
1_5,1,3,2,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,3,2,ILP,One Align,0.0769230769230769,Precision,1B
1_5,1,3,2,ILP,Token Based Fitness,0.929001569747925,Fitness,1B
1_5,1,3,2,inductive,Alignment Based Fitness,0.90090580302221,Fitness,1B
1_5,1,3,2,inductive,Alignment Based Generalization,0.914479114745933,Generalization,1B
1_5,1,3,2,inductive,Alignment Based Precision,0.592115818446953,Precision,1B
1_5,1,3,2,inductive,Best Align,0.6539271553336695,Precision,1B
1_5,1,3,2,inductive,Behavioral Generalization,0.773299364504384,Generalization,1B
1_5,1,3,2,inductive,Behavioral Precision,0.466169889245846,Precision,1B
1_5,1,3,2,inductive,Behavioral Recall,0.859584968486146,Fitness,1B
1_5,1,3,2,inductive,One Align,0.591819728633131,Precision,1B
1_5,1,3,3,alpha,Alignment Based Fitness,0.201858500076527,Fitness,1B
1_5,1,3,3,alpha,Alignment Based Generalization,0.999938301027254,Generalization,1B
1_5,1,3,3,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,3,3,alpha,Behavioral Generalization,0.207356497526774,Generalization,1B
1_5,1,3,3,alpha,Behavioral Precision,1,Precision,1B
1_5,1,3,3,alpha,Behavioral Recall,0.108547602501737,Fitness,1B
1_5,1,3,3,alpha,One Align,1,Precision,1B
1_5,1,3,3,alpha,Token Based Fitness,0.214711785316467,Fitness,1B
1_5,1,3,3,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,3,3,flower,Alignment Based Generalization,0.999999216110954,Generalization,1B
1_5,1,3,3,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,3,3,flower,Behavioral Precision,0.13070743904298401,Precision,1B
1_5,1,3,3,flower,Behavioral Recall,1,Fitness,1B
1_5,1,3,3,flower,One Align,0.370504790742047,Precision,1B
1_5,1,3,3,flower,Token Based Fitness,1,Fitness,1B
1_5,1,3,3,heuristics,Alignment Based Fitness,0.718967912067693,Fitness,1B
1_5,1,3,3,heuristics,Alignment Based Generalization,0.996934877896129,Generalization,1B
1_5,1,3,3,heuristics,Behavioral Generalization,0.28036910610008,Generalization,1B
1_5,1,3,3,heuristics,Behavioral Precision,0.406093401332347,Precision,1B
1_5,1,3,3,heuristics,Behavioral Recall,0.737282835302293,Fitness,1B
1_5,1,3,3,heuristics,One Align,0.7773414828787,Precision,1B
1_5,1,3,3,ILP,Alignment Based Generalization,0,Generalization,1B
1_5,1,3,3,ILP,Behavioral Generalization,1,Generalization,1B
1_5,1,3,3,ILP,Behavioral Precision,0.13070743904298401,Precision,1B
1_5,1,3,3,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,3,3,ILP,One Align,0,Precision,1B
1_5,1,3,3,ILP,Token Based Fitness,1,Fitness,1B
1_5,1,3,3,inductive,Alignment Based Fitness,0.917449146433151,Fitness,1B
1_5,1,3,3,inductive,Best Align,0.484384713432769,Precision,1B
1_5,1,3,3,inductive,Behavioral Generalization,0.67340818742125,Generalization,1B
1_5,1,3,3,inductive,Behavioral Precision,0.416578180463657,Precision,1B
1_5,1,3,3,inductive,Behavioral Recall,0.780403057678944,Fitness,1B
1_5,1,3,3,inductive,One Align,0.548859866282693,Precision,1B
1_5,1,4,0,alpha,Alignment Based Fitness,0.337970191618598,Fitness,1B
1_5,1,4,0,alpha,Alignment Based Generalization,0.999976525399174,Generalization,1B
1_5,1,4,0,alpha,Alignment Based Precision,0.833333333333333,Precision,1B
1_5,1,4,0,alpha,Best Align,0.423381478934095,Precision,1B
1_5,1,4,0,alpha,Behavioral Generalization,0.452327475978546,Generalization,1B
1_5,1,4,0,alpha,Behavioral Precision,0.2435763261127,Precision,1B
1_5,1,4,0,alpha,Behavioral Recall,0.74051459932052,Fitness,1B
1_5,1,4,0,alpha,One Align,0.357142857142857,Precision,1B
1_5,1,4,0,alpha,Token Based Fitness,0.777756214141846,Fitness,1B
1_5,1,4,0,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,4,0,flower,Alignment Based Generalization,0.999998432473769,Generalization,1B
1_5,1,4,0,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,4,0,flower,Behavioral Precision,0.0797779600630579,Precision,1B
1_5,1,4,0,flower,Behavioral Recall,1,Fitness,1B
1_5,1,4,0,flower,One Align,0.117676619806938,Precision,1B
1_5,1,4,0,flower,Token Based Fitness,1,Fitness,1B
1_5,1,4,0,heuristics,Alignment Based Fitness,0.94728908563914,Fitness,1B
1_5,1,4,0,heuristics,Alignment Based Generalization,0.997382359407053,Generalization,1B
1_5,1,4,0,heuristics,Alignment Based Precision,0.742111723631018,Precision,1B
1_5,1,4,0,heuristics,Behavioral Generalization,0.668649670996477,Generalization,1B
1_5,1,4,0,heuristics,Behavioral Precision,0.351090663961724,Precision,1B
1_5,1,4,0,heuristics,Behavioral Recall,0.899265876315602,Fitness,1B
1_5,1,4,0,heuristics,One Align,0.620266288026054,Precision,1B
1_5,1,4,0,ILP,Alignment Based Fitness,0.337970191618598,Fitness,1B
1_5,1,4,0,ILP,Alignment Based Generalization,0.999976525399174,Generalization,1B
1_5,1,4,0,ILP,Behavioral Generalization,0.634691068577565,Generalization,1B
1_5,1,4,0,ILP,Behavioral Precision,0.329105282825195,Precision,1B
1_5,1,4,0,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,4,0,ILP,One Align,0.555555555555556,Precision,1B
1_5,1,4,0,ILP,Token Based Fitness,0.989043891429901,Fitness,1B
1_5,1,4,0,inductive,Alignment Based Generalization,0,Generalization,1B
1_5,1,4,0,inductive,Alignment Based Precision,0,Precision,1B
1_5,1,4,0,inductive,Behavioral Generalization,0.638894697192825,Generalization,1B
1_5,1,4,0,inductive,Behavioral Precision,0.239379530750819,Precision,1B
1_5,1,4,0,inductive,Behavioral Recall,0.766315839490627,Fitness,1B
1_5,1,4,0,inductive,Token Based Fitness,0.848081022500992,Fitness,1B
1_5,1,4,1,alpha,Alignment Based Fitness,0.132303742765043,Fitness,1B
1_5,1,4,1,alpha,Alignment Based Generalization,0.999849910523581,Generalization,1B
1_5,1,4,1,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,4,1,alpha,Behavioral Generalization,0.173129772311571,Generalization,1B
1_5,1,4,1,alpha,Behavioral Precision,1,Precision,1B
1_5,1,4,1,alpha,Behavioral Recall,0.0855625688808737,Fitness,1B
1_5,1,4,1,alpha,One Align,1,Precision,1B
1_5,1,4,1,alpha,Token Based Fitness,0.175407350063324,Fitness,1B
1_5,1,4,1,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,4,1,flower,Alignment Based Generalization,0.999998885612093,Generalization,1B
1_5,1,4,1,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,4,1,flower,Behavioral Precision,0.117510688385863,Precision,1B
1_5,1,4,1,flower,Behavioral Recall,1,Fitness,1B
1_5,1,4,1,flower,One Align,0.317241885469991,Precision,1B
1_5,1,4,1,flower,Token Based Fitness,1,Fitness,1B
1_5,1,4,1,heuristics,Alignment Based Generalization,0,Generalization,1B
1_5,1,4,1,heuristics,Alignment Based Precision,0,Precision,1B
1_5,1,4,1,heuristics,Behavioral Generalization,0.205681750433904,Generalization,1B
1_5,1,4,1,heuristics,Behavioral Precision,0.494744473215989,Precision,1B
1_5,1,4,1,heuristics,Behavioral Recall,0.783939485021541,Fitness,1B
1_5,1,4,1,ILP,Alignment Based Fitness,0.160914504485642,Fitness,1B
1_5,1,4,1,ILP,Alignment Based Generalization,0.999929738338028,Generalization,1B
1_5,1,4,1,ILP,Behavioral Generalization,0.952398020417012,Generalization,1B
1_5,1,4,1,ILP,Behavioral Precision,0.149986695498684,Precision,1B
1_5,1,4,1,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,4,1,ILP,One Align,0.113152704245822,Precision,1B
1_5,1,4,1,ILP,Token Based Fitness,0.948796033859253,Fitness,1B
1_5,1,4,1,inductive,Alignment Based Fitness,0.925746715840031,Fitness,1B
1_5,1,4,1,inductive,Alignment Based Generalization,0.946752905937061,Generalization,1B
1_5,1,4,1,inductive,Alignment Based Precision,0.575725232922558,Precision,1B
1_5,1,4,1,inductive,Best Align,0.7013091886171015,Precision,1B
1_5,1,4,1,inductive,Behavioral Generalization,0.696382234997672,Generalization,1B
1_5,1,4,1,inductive,Behavioral Precision,0.466999174016592,Precision,1B
1_5,1,4,1,inductive,Behavioral Recall,0.849664362288348,Fitness,1B
1_5,1,4,1,inductive,One Align,0.622738922625782,Precision,1B
1_5,1,4,2,alpha,Alignment Based Fitness,0.158480754819201,Fitness,1B
1_5,1,4,2,alpha,Alignment Based Generalization,0.999898797131622,Generalization,1B
1_5,1,4,2,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,4,2,alpha,Best Align,1,Precision,1B
1_5,1,4,2,alpha,Behavioral Generalization,0.204513771128535,Generalization,1B
1_5,1,4,2,alpha,Behavioral Precision,1,Precision,1B
1_5,1,4,2,alpha,Behavioral Recall,0.0949953149975197,Fitness,1B
1_5,1,4,2,alpha,One Align,1,Precision,1B
1_5,1,4,2,alpha,Token Based Fitness,0.173508167266846,Fitness,1B
1_5,1,4,2,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,4,2,flower,Alignment Based Generalization,0.999999177992984,Generalization,1B
1_5,1,4,2,flower,Best Align,0.3488894672045,Precision,1B
1_5,1,4,2,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,4,2,flower,Behavioral Precision,0.125603136061709,Precision,1B
1_5,1,4,2,flower,Behavioral Recall,1,Fitness,1B
1_5,1,4,2,flower,One Align,0.3488894672045,Precision,1B
1_5,1,4,2,flower,Token Based Fitness,1,Fitness,1B
1_5,1,4,2,heuristics,Alignment Based Generalization,0,Generalization,1B
1_5,1,4,2,heuristics,Behavioral Generalization,0.288159362610813,Generalization,1B
1_5,1,4,2,heuristics,Behavioral Precision,0.445093594480535,Precision,1B
1_5,1,4,2,heuristics,Behavioral Recall,0.722758088518988,Fitness,1B
1_5,1,4,2,ILP,Alignment Based Fitness,0.158418782698977,Fitness,1B
1_5,1,4,2,ILP,Alignment Based Generalization,0.999978732283708,Generalization,1B
1_5,1,4,2,ILP,Best Align,0.395285840258887,Precision,1B
1_5,1,4,2,ILP,Behavioral Generalization,0.955633584214584,Generalization,1B
1_5,1,4,2,ILP,Behavioral Precision,0.160213571045146,Precision,1B
1_5,1,4,2,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,4,2,ILP,One Align,0.113449422888133,Precision,1B
1_5,1,4,2,ILP,Token Based Fitness,0.860168278217316,Fitness,1B
1_5,1,4,2,inductive,Alignment Based Fitness,0.876649034958035,Fitness,1B
1_5,1,4,2,inductive,Alignment Based Generalization,0.913778754112951,Generalization,1B
1_5,1,4,2,inductive,Alignment Based Precision,0.600182417172458,Precision,1B
1_5,1,4,2,inductive,Best Align,0.6889862577416905,Precision,1B
1_5,1,4,2,inductive,Behavioral Generalization,0.740973861231442,Generalization,1B
1_5,1,4,2,inductive,Behavioral Precision,0.468738967806931,Precision,1B
1_5,1,4,2,inductive,Behavioral Recall,0.802540924874607,Fitness,1B
1_5,1,4,2,inductive,One Align,0.628173748015715,Precision,1B
1_5,1,4,2,inductive,Token Based Fitness,0.706106245517731,Fitness,1B
1_5,1,4,3,alpha,Alignment Based Fitness,0.205966883253233,Fitness,1B
1_5,1,4,3,alpha,Alignment Based Generalization,0.99993800628203,Generalization,1B
1_5,1,4,3,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,4,3,alpha,Behavioral Generalization,0.22556014943536,Generalization,1B
1_5,1,4,3,alpha,Behavioral Precision,1,Precision,1B
1_5,1,4,3,alpha,Behavioral Recall,0.110803947410717,Fitness,1B
1_5,1,4,3,alpha,One Align,1,Precision,1B
1_5,1,4,3,alpha,Token Based Fitness,0.199502229690552,Fitness,1B
1_5,1,4,3,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,4,3,flower,Alignment Based Generalization,0.999999293159985,Generalization,1B
1_5,1,4,3,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,4,3,flower,Behavioral Precision,0.131338861614745,Precision,1B
1_5,1,4,3,flower,Behavioral Recall,1,Fitness,1B
1_5,1,4,3,flower,One Align,0.377100234386828,Precision,1B
1_5,1,4,3,flower,Token Based Fitness,1,Fitness,1B
1_5,1,4,3,heuristics,Alignment Based Generalization,0,Generalization,1B
1_5,1,4,3,heuristics,Behavioral Generalization,0.229156748388691,Generalization,1B
1_5,1,4,3,heuristics,Behavioral Precision,0.40921182264936,Precision,1B
1_5,1,4,3,heuristics,Behavioral Recall,0.705262142788261,Fitness,1B
1_5,1,4,3,ILP,Alignment Based Fitness,0.117487683128401,Fitness,1B
1_5,1,4,3,ILP,Alignment Based Generalization,0.999998228750915,Generalization,1B
1_5,1,4,3,ILP,Behavioral Generalization,0.972114322480155,Generalization,1B
1_5,1,4,3,ILP,Behavioral Precision,0.151439101534924,Precision,1B
1_5,1,4,3,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,4,3,ILP,One Align,0.0769230769230769,Precision,1B
1_5,1,4,3,ILP,Token Based Fitness,0.865825355052948,Fitness,1B
1_5,1,4,3,inductive,Alignment Based Fitness,0.960754789428119,Fitness,1B
1_5,1,4,3,inductive,Best Align,0.443376149452783,Precision,1B
1_5,1,4,3,inductive,Behavioral Generalization,0.661940896591594,Generalization,1B
1_5,1,4,3,inductive,Behavioral Precision,0.399620564509696,Precision,1B
1_5,1,4,3,inductive,Behavioral Recall,0.794786074769359,Fitness,1B
1_5,1,4,3,inductive,One Align,0.472328674664391,Precision,1B
1_5,1,5,0,alpha,Alignment Based Fitness,0.337375184113545,Fitness,1B
1_5,1,5,0,alpha,Alignment Based Generalization,0.999976536602457,Generalization,1B
1_5,1,5,0,alpha,Alignment Based Precision,0.833333333333333,Precision,1B
1_5,1,5,0,alpha,Best Align,0.423294336517477,Precision,1B
1_5,1,5,0,alpha,Behavioral Generalization,0.452754358705279,Generalization,1B
1_5,1,5,0,alpha,Behavioral Precision,0.244780534987465,Precision,1B
1_5,1,5,0,alpha,Behavioral Recall,0.741261948440668,Fitness,1B
1_5,1,5,0,alpha,One Align,0.357142857142857,Precision,1B
1_5,1,5,0,alpha,Token Based Fitness,0.778853714466095,Fitness,1B
1_5,1,5,0,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,5,0,flower,Alignment Based Generalization,0.999998378290969,Generalization,1B
1_5,1,5,0,flower,Best Align,0.11783611020686,Precision,1B
1_5,1,5,0,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,5,0,flower,Behavioral Precision,0.0797088846127784,Precision,1B
1_5,1,5,0,flower,Behavioral Recall,1,Fitness,1B
1_5,1,5,0,flower,One Align,0.11783611020686,Precision,1B
1_5,1,5,0,flower,Token Based Fitness,1,Fitness,1B
1_5,1,5,0,heuristics,Alignment Based Fitness,0.890636392835076,Fitness,1B
1_5,1,5,0,heuristics,Alignment Based Generalization,0.999068499857445,Generalization,1B
1_5,1,5,0,heuristics,Alignment Based Precision,0.668276751045862,Precision,1B
1_5,1,5,0,heuristics,Best Align,0.833333333333333,Precision,1B
1_5,1,5,0,heuristics,Behavioral Generalization,0.672752577444529,Generalization,1B
1_5,1,5,0,heuristics,Behavioral Precision,0.303820240280287,Precision,1B
1_5,1,5,0,heuristics,Behavioral Recall,0.897846866853336,Fitness,1B
1_5,1,5,0,heuristics,One Align,0.701231518056965,Precision,1B
1_5,1,5,0,ILP,Alignment Based Fitness,0.337375184113545,Fitness,1B
1_5,1,5,0,ILP,Alignment Based Generalization,0.999976536602457,Generalization,1B
1_5,1,5,0,ILP,Best Align,0.458478078961381,Precision,1B
1_5,1,5,0,ILP,Behavioral Generalization,0.639213302142273,Generalization,1B
1_5,1,5,0,ILP,Behavioral Precision,0.329549636015174,Precision,1B
1_5,1,5,0,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,5,0,ILP,One Align,0.555555555555556,Precision,1B
1_5,1,5,0,ILP,Token Based Fitness,0.99081563949585,Fitness,1B
1_5,1,5,0,inductive,Alignment Based Generalization,0,Generalization,1B
1_5,1,5,0,inductive,Alignment Based Precision,0,Precision,1B
1_5,1,5,0,inductive,Behavioral Generalization,0.648680293924855,Generalization,1B
1_5,1,5,0,inductive,Behavioral Precision,0.226476038403254,Precision,1B
1_5,1,5,0,inductive,Behavioral Recall,0.763372598242734,Fitness,1B
1_5,1,5,0,inductive,Token Based Fitness,0.847818702459335,Fitness,1B
1_5,1,5,1,alpha,Alignment Based Fitness,0.132021770750707,Fitness,1B
1_5,1,5,1,alpha,Alignment Based Generalization,0.999853666223913,Generalization,1B
1_5,1,5,1,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,5,1,alpha,Best Align,0.75,Precision,1B
1_5,1,5,1,alpha,Behavioral Generalization,0.179492422948958,Generalization,1B
1_5,1,5,1,alpha,Behavioral Precision,1,Precision,1B
1_5,1,5,1,alpha,Behavioral Recall,0.0861477471982923,Fitness,1B
1_5,1,5,1,alpha,One Align,1,Precision,1B
1_5,1,5,1,alpha,Token Based Fitness,0.241464525461197,Fitness,1B
1_5,1,5,1,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,5,1,flower,Alignment Based Generalization,0.999998878105896,Generalization,1B
1_5,1,5,1,flower,Best Align,0.295413897140375,Precision,1B
1_5,1,5,1,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,5,1,flower,Behavioral Precision,0.114895797051929,Precision,1B
1_5,1,5,1,flower,Behavioral Recall,1,Fitness,1B
1_5,1,5,1,flower,One Align,0.295413897140375,Precision,1B
1_5,1,5,1,flower,Token Based Fitness,1,Fitness,1B
1_5,1,5,1,heuristics,Alignment Based Fitness,0.860798392963463,Fitness,1B
1_5,1,5,1,heuristics,Alignment Based Generalization,0.998796328253944,Generalization,1B
1_5,1,5,1,heuristics,Alignment Based Precision,0.644210780759002,Precision,1B
1_5,1,5,1,heuristics,Best Align,0.782993878031552,Precision,1B
1_5,1,5,1,heuristics,Behavioral Generalization,0.305695674371173,Generalization,1B
1_5,1,5,1,heuristics,Behavioral Precision,0.352836864805649,Precision,1B
1_5,1,5,1,heuristics,Behavioral Recall,0.834743716805164,Fitness,1B
1_5,1,5,1,heuristics,One Align,0.778243374296177,Precision,1B
1_5,1,5,1,ILP,Alignment Based Fitness,0.120384898552205,Fitness,1B
1_5,1,5,1,ILP,Alignment Based Generalization,0.999994371777843,Generalization,1B
1_5,1,5,1,ILP,Best Align,0.326625123815437,Precision,1B
1_5,1,5,1,ILP,Behavioral Generalization,0.976715640157358,Generalization,1B
1_5,1,5,1,ILP,Behavioral Precision,0.133718724945858,Precision,1B
1_5,1,5,1,ILP,Behavioral Recall,1,Fitness,1B
1_5,1,5,1,ILP,One Align,0.0769230769230769,Precision,1B
1_5,1,5,1,ILP,Token Based Fitness,0.973970592021942,Fitness,1B
1_5,1,5,1,inductive,Alignment Based Fitness,0.917729177342531,Fitness,1B
1_5,1,5,1,inductive,Alignment Based Precision,0.32228676085819,Precision,1B
1_5,1,5,1,inductive,Best Align,0.435079867535138,Precision,1B
1_5,1,5,1,inductive,Behavioral Generalization,0.362451163128591,Generalization,1B
1_5,1,5,1,inductive,Behavioral Precision,0.131113025332084,Precision,1B
1_5,1,5,1,inductive,Behavioral Recall,0.556046860308505,Fitness,1B
1_5,1,5,1,inductive,One Align,0.452069646171523,Precision,1B
1_5,1,5,2,alpha,Alignment Based Fitness,0.159426859741717,Fitness,1B
1_5,1,5,2,alpha,Alignment Based Generalization,0.99989893749621,Generalization,1B
1_5,1,5,2,alpha,Alignment Based Precision,1,Precision,1B
1_5,1,5,2,alpha,Best Align,1,Precision,1B
1_5,1,5,2,alpha,Behavioral Generalization,0.20909260520578,Generalization,1B
1_5,1,5,2,alpha,Behavioral Precision,1,Precision,1B
1_5,1,5,2,alpha,Behavioral Recall,0.095403782479376,Fitness,1B
1_5,1,5,2,alpha,One Align,1,Precision,1B
1_5,1,5,2,alpha,Token Based Fitness,0.174189269542694,Fitness,1B
1_5,1,5,2,flower,Alignment Based Fitness,1,Fitness,1B
1_5,1,5,2,flower,Alignment Based Generalization,0.999999146462589,Generalization,1B
1_5,1,5,2,flower,Best Align,0.35532200281848,Precision,1B
1_5,1,5,2,flower,Behavioral Generalization,1,Generalization,1B
1_5,1,5,2,flower,Behavioral Precision,0.123939977927925,Precision,1B
